from,to,forecast,actual,index
2022-01-16T03:00Z,2022-01-16T03:30Z,138,145,moderate
2022-01-16T03:30Z,2022-01-16T04:00Z,139,137,moderate
2022-01-16T04:00Z,2022-01-16T04:30Z,129,139,moderate
2022-01-16T04:30Z,2022-01-16T05:00Z,141,139,moderate
2022-01-16T05:00Z,2022-01-16T05:30Z,143,153,moderate
2022-01-16T05:30Z,2022-01-16T06:00Z,140,156,moderate
2022-01-16T06:00Z,2022-01-16T06:30Z,162,157,moderate
2022-01-16T06:30Z,2022-01-16T07:00Z,159,161,moderate
2022-01-16T07:00Z,2022-01-16T07:30Z,158,168,moderate
2022-01-16T07:30Z,2022-01-16T08:00Z,162,170,moderate
2022-01-16T08:00Z,2022-01-16T08:30Z,171,163,moderate
2022-01-16T08:30Z,2022-01-16T09:00Z,167,171,moderate
2022-01-16T09:00Z,2022-01-16T09:30Z,161,163,moderate
2022-01-16T09:30Z,2022-01-16T10:00Z,171,164,moderate
2022-01-16T10:00Z,2022-01-16T10:30Z,162,164,moderate
2022-01-16T10:30Z,2022-01-16T11:00Z,167,168,moderate
2022-01-16T11:00Z,2022-01-16T11:30Z,173,166,moderate
2022-01-16T11:30Z,2022-01-16T12:00Z,168,169,moderate
2022-01-16T12:00Z,2022-01-16T12:30Z,171,176,moderate
2022-01-16T12:30Z,2022-01-16T13:00Z,174,178,moderate
2022-01-16T13:00Z,2022-01-16T13:30Z,179,184,moderate
2022-01-16T13:30Z,2022-01-16T14:00Z,180,186,moderate
2022-01-16T14:00Z,2022-01-16T14:30Z,186,183,moderate
2022-01-16T14:30Z,2022-01-16T15:00Z,187,185,moderate
2022-01-16T15:00Z,2022-01-16T15:30Z,189,193,moderate
2022-01-16T15:30Z,2022-01-16T16:00Z,190,198,moderate
2022-01-16T16:00Z,2022-01-16T16:30Z,201,200,moderate
2022-01-16T16:30Z,2022-01-16T17:00Z,204,198,moderate
2022-01-16T17:00Z,2022-01-16T17:30Z,202,200,moderate
2022-01-16T17:30Z,2022-01-16T18:00Z,199,202,moderate
2022-01-16T18:00Z,2022-01-16T18:30Z,199,198,moderate
2022-01-16T18:30Z,2022-01-16T19:00Z,197,199,moderate
2022-01-16T19:00Z,2022-01-16T19:30Z,194,208,moderate
2022-01-16T19:30Z,2022-01-16T20:00Z,193,205,moderate
2022-01-16T20:00Z,2022-01-16T20:30Z,199,205,moderate
2022-01-16T20:30Z,2022-01-16T21:00Z,196,205,moderate
2022-01-16T21:00Z,2022-01-16T21:30Z,197,210,high
2022-01-16T21:30Z,2022-01-16T22:00Z,203,200,moderate
2022-01-16T22:00Z,2022-01-16T22:30Z,209,188,moderate
2022-01-16T22:30Z,2022-01-16T23:00Z,200,178,moderate
2022-01-16T23:00Z,2022-01-16T23:30Z,185,171,moderate
2022-01-16T23:30Z,2022-01-17T00:00Z,174,161,moderate
2022-01-17T00:00Z,2022-01-17T00:30Z,172,159,moderate
2022-01-17T00:30Z,2022-01-17T01:00Z,162,164,moderate
2022-01-17T01:00Z,2022-01-17T01:30Z,158,168,moderate
2022-01-17T01:30Z,2022-01-17T02:00Z,167,171,moderate
2022-01-17T02:00Z,2022-01-17T02:30Z,167,171,moderate
2022-01-17T02:30Z,2022-01-17T03:00Z,169,165,moderate
2022-01-17T03:00Z,2022-01-17T03:30Z,168,165,moderate
2022-01-17T03:30Z,2022-01-17T04:00Z,166,162,moderate
2022-01-17T04:00Z,2022-01-17T04:30Z,167,165,moderate
2022-01-17T04:30Z,2022-01-17T05:00Z,165,172,moderate
2022-01-17T05:00Z,2022-01-17T05:30Z,166,176,moderate
2022-01-17T05:30Z,2022-01-17T06:00Z,177,193,moderate
2022-01-17T06:00Z,2022-01-17T06:30Z,187,212,high
2022-01-17T06:30Z,2022-01-17T07:00Z,208,224,high
2022-01-17T07:00Z,2022-01-17T07:30Z,232,242,high
2022-01-17T07:30Z,2022-01-17T08:00Z,244,253,high
2022-01-17T08:00Z,2022-01-17T08:30Z,251,255,high
2022-01-17T08:30Z,2022-01-17T09:00Z,256,258,high
2022-01-17T09:00Z,2022-01-17T09:30Z,258,265,high
2022-01-17T09:30Z,2022-01-17T10:00Z,260,265,high
2022-01-17T10:00Z,2022-01-17T10:30Z,266,263,high
2022-01-17T10:30Z,2022-01-17T11:00Z,265,259,high
2022-01-17T11:00Z,2022-01-17T11:30Z,266,248,high
2022-01-17T11:30Z,2022-01-17T12:00Z,269,246,high
2022-01-17T12:00Z,2022-01-17T12:30Z,271,247,high
2022-01-17T12:30Z,2022-01-17T13:00Z,274,250,high
2022-01-17T13:00Z,2022-01-17T13:30Z,276,257,high
2022-01-17T13:30Z,2022-01-17T14:00Z,278,264,high
2022-01-17T14:00Z,2022-01-17T14:30Z,281,265,high
2022-01-17T14:30Z,2022-01-17T15:00Z,285,271,high
2022-01-17T15:00Z,2022-01-17T15:30Z,290,262,high
2022-01-17T15:30Z,2022-01-17T16:00Z,294,269,high
2022-01-17T16:00Z,2022-01-17T16:30Z,296,278,high
2022-01-17T16:30Z,2022-01-17T17:00Z,293,283,high
2022-01-17T17:00Z,2022-01-17T17:30Z,272,281,high
2022-01-17T17:30Z,2022-01-17T18:00Z,278,284,high
2022-01-17T18:00Z,2022-01-17T18:30Z,276,283,high
2022-01-17T18:30Z,2022-01-17T19:00Z,287,277,high
2022-01-17T19:00Z,2022-01-17T19:30Z,287,275,high
2022-01-17T19:30Z,2022-01-17T20:00Z,278,279,high
2022-01-17T20:00Z,2022-01-17T20:30Z,278,281,high
2022-01-17T20:30Z,2022-01-17T21:00Z,278,275,high
2022-01-17T21:00Z,2022-01-17T21:30Z,281,269,high
2022-01-17T21:30Z,2022-01-17T22:00Z,271,265,high
2022-01-17T22:00Z,2022-01-17T22:30Z,264,270,high
2022-01-17T22:30Z,2022-01-17T23:00Z,255,266,high
2022-01-17T23:00Z,2022-01-17T23:30Z,263,263,high
2022-01-17T23:30Z,2022-01-18T00:00Z,263,258,high
2022-01-18T00:00Z,2022-01-18T00:30Z,261,252,high
2022-01-18T00:30Z,2022-01-18T01:00Z,258,252,high
2022-01-18T01:00Z,2022-01-18T01:30Z,250,250,high
2022-01-18T01:30Z,2022-01-18T02:00Z,246,244,high
2022-01-18T02:00Z,2022-01-18T02:30Z,249,249,high
2022-01-18T02:30Z,2022-01-18T03:00Z,239,248,high
2022-01-18T03:00Z,2022-01-18T03:30Z,243,248,high
2022-01-18T03:30Z,2022-01-18T04:00Z,243,246,high
2022-01-18T04:00Z,2022-01-18T04:30Z,246,246,high
2022-01-18T04:30Z,2022-01-18T05:00Z,241,251,high
2022-01-18T05:00Z,2022-01-18T05:30Z,247,253,high
2022-01-18T05:30Z,2022-01-18T06:00Z,251,258,high
2022-01-18T06:00Z,2022-01-18T06:30Z,261,265,high
2022-01-18T06:30Z,2022-01-18T07:00Z,268,266,high
2022-01-18T07:00Z,2022-01-18T07:30Z,270,264,high
2022-01-18T07:30Z,2022-01-18T08:00Z,267,265,high
2022-01-18T08:00Z,2022-01-18T08:30Z,265,262,high
2022-01-18T08:30Z,2022-01-18T09:00Z,261,258,high
2022-01-18T09:00Z,2022-01-18T09:30Z,260,252,high
2022-01-18T09:30Z,2022-01-18T10:00Z,256,245,high
2022-01-18T10:00Z,2022-01-18T10:30Z,233,244,high
2022-01-18T10:30Z,2022-01-18T11:00Z,242,241,high
2022-01-18T11:00Z,2022-01-18T11:30Z,241,233,high
2022-01-18T11:30Z,2022-01-18T12:00Z,237,235,high
2022-01-18T12:00Z,2022-01-18T12:30Z,237,237,high
2022-01-18T12:30Z,2022-01-18T13:00Z,236,231,high
2022-01-18T13:00Z,2022-01-18T13:30Z,237,230,high
2022-01-18T13:30Z,2022-01-18T14:00Z,237,232,high
2022-01-18T14:00Z,2022-01-18T14:30Z,231,236,high
2022-01-18T14:30Z,2022-01-18T15:00Z,233,238,high
2022-01-18T15:00Z,2022-01-18T15:30Z,234,248,high
2022-01-18T15:30Z,2022-01-18T16:00Z,238,247,high
2022-01-18T16:00Z,2022-01-18T16:30Z,245,242,high
2022-01-18T16:30Z,2022-01-18T17:00Z,243,238,high
2022-01-18T17:00Z,2022-01-18T17:30Z,239,238,high
2022-01-18T17:30Z,2022-01-18T18:00Z,236,234,high
2022-01-18T18:00Z,2022-01-18T18:30Z,235,231,high
2022-01-18T18:30Z,2022-01-18T19:00Z,232,233,high
2022-01-18T19:00Z,2022-01-18T19:30Z,233,235,high
2022-01-18T19:30Z,2022-01-18T20:00Z,224,231,high
2022-01-18T20:00Z,2022-01-18T20:30Z,225,224,high
2022-01-18T20:30Z,2022-01-18T21:00Z,220,220,high
2022-01-18T21:00Z,2022-01-18T21:30Z,216,214,high
2022-01-18T21:30Z,2022-01-18T22:00Z,205,203,moderate
2022-01-18T22:00Z,2022-01-18T22:30Z,202,194,moderate
2022-01-18T22:30Z,2022-01-18T23:00Z,194,176,moderate
2022-01-18T23:00Z,2022-01-18T23:30Z,180,158,moderate
2022-01-18T23:30Z,2022-01-19T00:00Z,170,145,moderate
2022-01-19T00:00Z,2022-01-19T00:30Z,159,143,moderate
2022-01-19T00:30Z,2022-01-19T01:00Z,146,143,moderate
2022-01-19T01:00Z,2022-01-19T01:30Z,142,143,moderate
2022-01-19T01:30Z,2022-01-19T02:00Z,142,135,moderate
2022-01-19T02:00Z,2022-01-19T02:30Z,139,131,moderate
2022-01-19T02:30Z,2022-01-19T03:00Z,129,126,low
2022-01-19T03:00Z,2022-01-19T03:30Z,123,126,low
2022-01-19T03:30Z,2022-01-19T04:00Z,116,121,low
2022-01-19T04:00Z,2022-01-19T04:30Z,116,124,low
2022-01-19T04:30Z,2022-01-19T05:00Z,116,123,low
2022-01-19T05:00Z,2022-01-19T05:30Z,118,128,low
2022-01-19T05:30Z,2022-01-19T06:00Z,123,133,moderate
2022-01-19T06:00Z,2022-01-19T06:30Z,145,150,moderate
2022-01-19T06:30Z,2022-01-19T07:00Z,154,168,moderate
2022-01-19T07:00Z,2022-01-19T07:30Z,164,183,moderate
2022-01-19T07:30Z,2022-01-19T08:00Z,174,192,moderate
2022-01-19T08:00Z,2022-01-19T08:30Z,187,193,moderate
2022-01-19T08:30Z,2022-01-19T09:00Z,190,190,moderate
2022-01-19T09:00Z,2022-01-19T09:30Z,191,187,moderate
2022-01-19T09:30Z,2022-01-19T10:00Z,185,185,moderate
2022-01-19T10:00Z,2022-01-19T10:30Z,180,180,moderate
2022-01-19T10:30Z,2022-01-19T11:00Z,178,178,moderate
2022-01-19T11:00Z,2022-01-19T11:30Z,178,174,moderate
2022-01-19T11:30Z,2022-01-19T12:00Z,177,169,moderate
2022-01-19T12:00Z,2022-01-19T12:30Z,172,170,moderate
2022-01-19T12:30Z,2022-01-19T13:00Z,169,171,moderate
2022-01-19T13:00Z,2022-01-19T13:30Z,168,168,moderate
2022-01-19T13:30Z,2022-01-19T14:00Z,173,166,moderate
2022-01-19T14:00Z,2022-01-19T14:30Z,169,170,moderate
2022-01-19T14:30Z,2022-01-19T15:00Z,172,176,moderate
2022-01-19T15:00Z,2022-01-19T15:30Z,174,184,moderate
2022-01-19T15:30Z,2022-01-19T16:00Z,182,192,moderate
2022-01-19T16:00Z,2022-01-19T16:30Z,187,198,moderate
2022-01-19T16:30Z,2022-01-19T17:00Z,200,200,moderate
2022-01-19T17:00Z,2022-01-19T17:30Z,201,189,moderate
2022-01-19T17:30Z,2022-01-19T18:00Z,194,188,moderate
2022-01-19T18:00Z,2022-01-19T18:30Z,192,191,moderate
2022-01-19T18:30Z,2022-01-19T19:00Z,182,195,moderate
2022-01-19T19:00Z,2022-01-19T19:30Z,187,203,moderate
2022-01-19T19:30Z,2022-01-19T20:00Z,188,198,moderate
2022-01-19T20:00Z,2022-01-19T20:30Z,192,194,moderate
2022-01-19T20:30Z,2022-01-19T21:00Z,187,188,moderate
2022-01-19T21:00Z,2022-01-19T21:30Z,185,177,moderate
2022-01-19T21:30Z,2022-01-19T22:00Z,175,166,moderate
2022-01-19T22:00Z,2022-01-19T22:30Z,172,163,moderate
2022-01-19T22:30Z,2022-01-19T23:00Z,163,154,moderate
2022-01-19T23:00Z,2022-01-19T23:30Z,156,144,moderate
2022-01-19T23:30Z,2022-01-20T00:00Z,154,139,moderate
2022-01-20T00:00Z,2022-01-20T00:30Z,140,136,moderate
2022-01-20T00:30Z,2022-01-20T01:00Z,143,141,moderate
2022-01-20T01:00Z,2022-01-20T01:30Z,135,139,moderate
2022-01-20T01:30Z,2022-01-20T02:00Z,142,138,moderate
2022-01-20T02:00Z,2022-01-20T02:30Z,140,138,moderate
2022-01-20T02:30Z,2022-01-20T03:00Z,144,139,moderate
2022-01-20T03:00Z,2022-01-20T03:30Z,143,143,moderate
2022-01-20T03:30Z,2022-01-20T04:00Z,144,144,moderate
2022-01-20T04:00Z,2022-01-20T04:30Z,152,148,moderate
2022-01-20T04:30Z,2022-01-20T05:00Z,147,150,moderate
2022-01-20T05:00Z,2022-01-20T05:30Z,148,151,moderate
2022-01-20T05:30Z,2022-01-20T06:00Z,163,160,moderate
2022-01-20T06:00Z,2022-01-20T06:30Z,166,183,moderate
2022-01-20T06:30Z,2022-01-20T07:00Z,181,209,moderate
2022-01-20T07:00Z,2022-01-20T07:30Z,208,231,high
2022-01-20T07:30Z,2022-01-20T08:00Z,210,244,high
2022-01-20T08:00Z,2022-01-20T08:30Z,231,243,high
2022-01-20T08:30Z,2022-01-20T09:00Z,248,241,high
2022-01-20T09:00Z,2022-01-20T09:30Z,251,243,high
2022-01-20T09:30Z,2022-01-20T10:00Z,247,242,high
2022-01-20T10:00Z,2022-01-20T10:30Z,251,239,high
2022-01-20T10:30Z,2022-01-20T11:00Z,250,237,high
2022-01-20T11:00Z,2022-01-20T11:30Z,244,229,high
2022-01-20T11:30Z,2022-01-20T12:00Z,224,228,high
2022-01-20T12:00Z,2022-01-20T12:30Z,226,228,high
2022-01-20T12:30Z,2022-01-20T13:00Z,224,227,high
2022-01-20T13:00Z,2022-01-20T13:30Z,227,227,high
2022-01-20T13:30Z,2022-01-20T14:00Z,225,231,high
2022-01-20T14:00Z,2022-01-20T14:30Z,233,237,high
2022-01-20T14:30Z,2022-01-20T15:00Z,239,244,high
2022-01-20T15:00Z,2022-01-20T15:30Z,242,249,high
2022-01-20T15:30Z,2022-01-20T16:00Z,245,255,high
2022-01-20T16:00Z,2022-01-20T16:30Z,255,252,high
2022-01-20T16:30Z,2022-01-20T17:00Z,255,248,high
2022-01-20T17:00Z,2022-01-20T17:30Z,251,252,high
2022-01-20T17:30Z,2022-01-20T18:00Z,241,253,high
2022-01-20T18:00Z,2022-01-20T18:30Z,241,253,high
2022-01-20T18:30Z,2022-01-20T19:00Z,244,255,high
2022-01-20T19:00Z,2022-01-20T19:30Z,247,253,high
2022-01-20T19:30Z,2022-01-20T20:00Z,243,255,high
2022-01-20T20:00Z,2022-01-20T20:30Z,235,258,high
2022-01-20T20:30Z,2022-01-20T21:00Z,252,252,high
2022-01-20T21:00Z,2022-01-20T21:30Z,230,247,high
2022-01-20T21:30Z,2022-01-20T22:00Z,222,235,high
2022-01-20T22:00Z,2022-01-20T22:30Z,221,222,high
2022-01-20T22:30Z,2022-01-20T23:00Z,220,214,high
2022-01-20T23:00Z,2022-01-20T23:30Z,211,208,moderate
2022-01-20T23:30Z,2022-01-21T00:00Z,204,208,moderate
2022-01-21T00:00Z,2022-01-21T00:30Z,207,206,moderate
2022-01-21T00:30Z,2022-01-21T01:00Z,204,205,moderate
2022-01-21T01:00Z,2022-01-21T01:30Z,200,203,moderate
2022-01-21T01:30Z,2022-01-21T02:00Z,198,201,moderate
2022-01-21T02:00Z,2022-01-21T02:30Z,197,201,moderate
2022-01-21T02:30Z,2022-01-21T03:00Z,197,199,moderate
2022-01-21T03:00Z,2022-01-21T03:30Z,197,200,moderate
2022-01-21T03:30Z,2022-01-21T04:00Z,196,199,moderate
2022-01-21T04:00Z,2022-01-21T04:30Z,195,199,moderate
2022-01-21T04:30Z,2022-01-21T05:00Z,195,199,moderate
2022-01-21T05:00Z,2022-01-21T05:30Z,194,203,moderate
2022-01-21T05:30Z,2022-01-21T06:00Z,203,209,moderate
2022-01-21T06:00Z,2022-01-21T06:30Z,209,219,high
2022-01-21T06:30Z,2022-01-21T07:00Z,214,234,high
2022-01-21T07:00Z,2022-01-21T07:30Z,231,239,high
2022-01-21T07:30Z,2022-01-21T08:00Z,236,247,high
2022-01-21T08:00Z,2022-01-21T08:30Z,239,246,high
2022-01-21T08:30Z,2022-01-21T09:00Z,247,243,high
2022-01-21T09:00Z,2022-01-21T09:30Z,246,242,high
2022-01-21T09:30Z,2022-01-21T10:00Z,239,244,high
2022-01-21T10:00Z,2022-01-21T10:30Z,236,245,high
2022-01-21T10:30Z,2022-01-21T11:00Z,239,240,high
2022-01-21T11:00Z,2022-01-21T11:30Z,241,243,high
2022-01-21T11:30Z,2022-01-21T12:00Z,237,248,high
2022-01-21T12:00Z,2022-01-21T12:30Z,235,248,high
2022-01-21T12:30Z,2022-01-21T13:00Z,232,247,high
2022-01-21T13:00Z,2022-01-21T13:30Z,231,245,high
2022-01-21T13:30Z,2022-01-21T14:00Z,230,241,high
2022-01-21T14:00Z,2022-01-21T14:30Z,231,233,high
2022-01-21T14:30Z,2022-01-21T15:00Z,232,234,high
2022-01-21T15:00Z,2022-01-21T15:30Z,234,236,high
2022-01-21T15:30Z,2022-01-21T16:00Z,236,245,high
2022-01-21T16:00Z,2022-01-21T16:30Z,239,247,high
2022-01-21T16:30Z,2022-01-21T17:00Z,242,247,high
2022-01-21T17:00Z,2022-01-21T17:30Z,244,248,high
2022-01-21T17:30Z,2022-01-21T18:00Z,244,251,high
2022-01-21T18:00Z,2022-01-21T18:30Z,250,250,high
2022-01-21T18:30Z,2022-01-21T19:00Z,240,252,high
2022-01-21T19:00Z,2022-01-21T19:30Z,253,251,high
2022-01-21T19:30Z,2022-01-21T20:00Z,247,247,high
2022-01-21T20:00Z,2022-01-21T20:30Z,247,238,high
2022-01-21T20:30Z,2022-01-21T21:00Z,239,229,high
2022-01-21T21:00Z,2022-01-21T21:30Z,227,220,high
2022-01-21T21:30Z,2022-01-21T22:00Z,223,206,moderate
2022-01-21T22:00Z,2022-01-21T22:30Z,210,203,moderate
2022-01-21T22:30Z,2022-01-21T23:00Z,194,194,moderate
2022-01-21T23:00Z,2022-01-21T23:30Z,191,181,moderate
2022-01-21T23:30Z,2022-01-22T00:00Z,188,177,moderate
2022-01-22T00:00Z,2022-01-22T00:30Z,180,176,moderate
2022-01-22T00:30Z,2022-01-22T01:00Z,176,181,moderate
2022-01-22T01:00Z,2022-01-22T01:30Z,170,181,moderate
2022-01-22T01:30Z,2022-01-22T02:00Z,171,179,moderate
2022-01-22T02:00Z,2022-01-22T02:30Z,176,175,moderate
2022-01-22T02:30Z,2022-01-22T03:00Z,172,172,moderate
2022-01-22T03:00Z,2022-01-22T03:30Z,169,172,moderate
2022-01-22T03:30Z,2022-01-22T04:00Z,167,177,moderate
2022-01-22T04:00Z,2022-01-22T04:30Z,171,179,moderate
2022-01-22T04:30Z,2022-01-22T05:00Z,177,176,moderate
2022-01-22T05:00Z,2022-01-22T05:30Z,178,179,moderate
2022-01-22T05:30Z,2022-01-22T06:00Z,183,182,moderate
2022-01-22T06:00Z,2022-01-22T06:30Z,181,188,moderate
2022-01-22T06:30Z,2022-01-22T07:00Z,184,194,moderate
2022-01-22T07:00Z,2022-01-22T07:30Z,193,202,moderate
2022-01-22T07:30Z,2022-01-22T08:00Z,193,211,high
2022-01-22T08:00Z,2022-01-22T08:30Z,208,210,high
2022-01-22T08:30Z,2022-01-22T09:00Z,214,215,high
2022-01-22T09:00Z,2022-01-22T09:30Z,207,208,moderate
2022-01-22T09:30Z,2022-01-22T10:00Z,211,208,moderate
2022-01-22T10:00Z,2022-01-22T10:30Z,201,200,moderate
2022-01-22T10:30Z,2022-01-22T11:00Z,204,199,moderate
2022-01-22T11:00Z,2022-01-22T11:30Z,195,194,moderate
2022-01-22T11:30Z,2022-01-22T12:00Z,195,192,moderate
2022-01-22T12:00Z,2022-01-22T12:30Z,193,195,moderate
2022-01-22T12:30Z,2022-01-22T13:00Z,193,197,moderate
2022-01-22T13:00Z,2022-01-22T13:30Z,195,198,moderate
2022-01-22T13:30Z,2022-01-22T14:00Z,200,202,moderate
2022-01-22T14:00Z,2022-01-22T14:30Z,202,207,moderate
2022-01-22T14:30Z,2022-01-22T15:00Z,207,215,high
2022-01-22T15:00Z,2022-01-22T15:30Z,211,226,high
2022-01-22T15:30Z,2022-01-22T16:00Z,226,235,high
2022-01-22T16:00Z,2022-01-22T16:30Z,231,242,high
2022-01-22T16:30Z,2022-01-22T17:00Z,236,244,high
2022-01-22T17:00Z,2022-01-22T17:30Z,246,241,high
2022-01-22T17:30Z,2022-01-22T18:00Z,247,242,high
2022-01-22T18:00Z,2022-01-22T18:30Z,243,242,high
2022-01-22T18:30Z,2022-01-22T19:00Z,243,245,high
2022-01-22T19:00Z,2022-01-22T19:30Z,246,250,high
2022-01-22T19:30Z,2022-01-22T20:00Z,246,251,high
2022-01-22T20:00Z,2022-01-22T20:30Z,244,251,high
2022-01-22T20:30Z,2022-01-22T21:00Z,240,247,high
2022-01-22T21:00Z,2022-01-22T21:30Z,247,238,high
2022-01-22T21:30Z,2022-01-22T22:00Z,241,229,high
2022-01-22T22:00Z,2022-01-22T22:30Z,234,222,high
2022-01-22T22:30Z,2022-01-22T23:00Z,222,215,high
2022-01-22T23:00Z,2022-01-22T23:30Z,219,204,moderate
2022-01-22T23:30Z,2022-01-23T00:00Z,212,200,moderate
2022-01-23T00:00Z,2022-01-23T00:30Z,204,200,moderate
2022-01-23T00:30Z,2022-01-23T01:00Z,202,203,moderate
2022-01-23T01:00Z,2022-01-23T01:30Z,198,199,moderate
2022-01-23T01:30Z,2022-01-23T02:00Z,207,197,moderate
2022-01-23T02:00Z,2022-01-23T02:30Z,200,197,moderate
2022-01-23T02:30Z,2022-01-23T03:00Z,195,196,moderate
2022-01-23T03:00Z,2022-01-23T03:30Z,199,195,moderate
2022-01-23T03:30Z,2022-01-23T04:00Z,199,192,moderate
2022-01-23T04:00Z,2022-01-23T04:30Z,201,194,moderate
2022-01-23T04:30Z,2022-01-23T05:00Z,198,192,moderate
2022-01-23T05:00Z,2022-01-23T05:30Z,196,187,moderate
2022-01-23T05:30Z,2022-01-23T06:00Z,193,186,moderate
2022-01-23T06:00Z,2022-01-23T06:30Z,188,189,moderate
2022-01-23T06:30Z,2022-01-23T07:00Z,178,192,moderate
2022-01-23T07:00Z,2022-01-23T07:30Z,189,193,moderate
2022-01-23T07:30Z,2022-01-23T08:00Z,188,202,moderate
2022-01-23T08:00Z,2022-01-23T08:30Z,199,210,high
2022-01-23T08:30Z,2022-01-23T09:00Z,208,219,high
2022-01-23T09:00Z,2022-01-23T09:30Z,205,222,high
2022-01-23T09:30Z,2022-01-23T10:00Z,220,230,high
2022-01-23T10:00Z,2022-01-23T10:30Z,221,229,high
2022-01-23T10:30Z,2022-01-23T11:00Z,228,230,high
