from,to,forecast,actual,index
2022-01-23T11:00Z,2022-01-23T11:30Z,227,228,high
2022-01-23T11:30Z,2022-01-23T12:00Z,228,229,high
2022-01-23T12:00Z,2022-01-23T12:30Z,230,232,high
2022-01-23T12:30Z,2022-01-23T13:00Z,233,232,high
2022-01-23T13:00Z,2022-01-23T13:30Z,235,235,high
2022-01-23T13:30Z,2022-01-23T14:00Z,232,232,high
2022-01-23T14:00Z,2022-01-23T14:30Z,234,231,high
2022-01-23T14:30Z,2022-01-23T15:00Z,236,232,high
2022-01-23T15:00Z,2022-01-23T15:30Z,235,237,high
2022-01-23T15:30Z,2022-01-23T16:00Z,234,241,high
2022-01-23T16:00Z,2022-01-23T16:30Z,238,245,high
2022-01-23T16:30Z,2022-01-23T17:00Z,242,243,high
2022-01-23T17:00Z,2022-01-23T17:30Z,244,240,high
2022-01-23T17:30Z,2022-01-23T18:00Z,242,242,high
2022-01-23T18:00Z,2022-01-23T18:30Z,237,242,high
2022-01-23T18:30Z,2022-01-23T19:00Z,241,241,high
2022-01-23T19:00Z,2022-01-23T19:30Z,241,250,high
2022-01-23T19:30Z,2022-01-23T20:00Z,241,248,high
2022-01-23T20:00Z,2022-01-23T20:30Z,240,244,high
2022-01-23T20:30Z,2022-01-23T21:00Z,238,239,high
2022-01-23T21:00Z,2022-01-23T21:30Z,240,229,high
2022-01-23T21:30Z,2022-01-23T22:00Z,235,217,high
2022-01-23T22:00Z,2022-01-23T22:30Z,222,217,high
2022-01-23T22:30Z,2022-01-23T23:00Z,208,208,moderate
2022-01-23T23:00Z,2022-01-23T23:30Z,211,203,moderate
2022-01-23T23:30Z,2022-01-24T00:00Z,204,197,moderate
2022-01-24T00:00Z,2022-01-24T00:30Z,198,196,moderate
2022-01-24T00:30Z,2022-01-24T01:00Z,198,201,moderate
2022-01-24T01:00Z,2022-01-24T01:30Z,198,200,moderate
2022-01-24T01:30Z,2022-01-24T02:00Z,199,198,moderate
2022-01-24T02:00Z,2022-01-24T02:30Z,201,202,moderate
2022-01-24T02:30Z,2022-01-24T03:00Z,198,203,moderate
2022-01-24T03:00Z,2022-01-24T03:30Z,200,204,moderate
2022-01-24T03:30Z,2022-01-24T04:00Z,206,205,moderate
2022-01-24T04:00Z,2022-01-24T04:30Z,208,210,high
2022-01-24T04:30Z,2022-01-24T05:00Z,205,213,high
2022-01-24T05:00Z,2022-01-24T05:30Z,212,223,high
2022-01-24T05:30Z,2022-01-24T06:00Z,218,240,high
2022-01-24T06:00Z,2022-01-24T06:30Z,238,263,high
2022-01-24T06:30Z,2022-01-24T07:00Z,250,280,high
2022-01-24T07:00Z,2022-01-24T07:30Z,263,287,high
2022-01-24T07:30Z,2022-01-24T08:00Z,281,288,high
2022-01-24T08:00Z,2022-01-24T08:30Z,288,286,high
2022-01-24T08:30Z,2022-01-24T09:00Z,286,286,high
2022-01-24T09:00Z,2022-01-24T09:30Z,283,279,high
2022-01-24T09:30Z,2022-01-24T10:00Z,283,283,high
2022-01-24T10:00Z,2022-01-24T10:30Z,275,285,high
2022-01-24T10:30Z,2022-01-24T11:00Z,279,285,high
2022-01-24T11:00Z,2022-01-24T11:30Z,280,287,high
2022-01-24T11:30Z,2022-01-24T12:00Z,277,288,high
2022-01-24T12:00Z,2022-01-24T12:30Z,278,286,high
2022-01-24T12:30Z,2022-01-24T13:00Z,281,287,high
2022-01-24T13:00Z,2022-01-24T13:30Z,282,291,high
2022-01-24T13:30Z,2022-01-24T14:00Z,283,293,high
2022-01-24T14:00Z,2022-01-24T14:30Z,283,299,high
2022-01-24T14:30Z,2022-01-24T15:00Z,284,302,high
2022-01-24T15:00Z,2022-01-24T15:30Z,294,300,high
2022-01-24T15:30Z,2022-01-24T16:00Z,290,303,high
2022-01-24T16:00Z,2022-01-24T16:30Z,293,303,high
2022-01-24T16:30Z,2022-01-24T17:00Z,297,306,high
2022-01-24T17:00Z,2022-01-24T17:30Z,297,309,high
2022-01-24T17:30Z,2022-01-24T18:00Z,299,309,high
2022-01-24T18:00Z,2022-01-24T18:30Z,303,309,high
2022-01-24T18:30Z,2022-01-24T19:00Z,303,305,high
2022-01-24T19:00Z,2022-01-24T19:30Z,302,302,high
2022-01-24T19:30Z,2022-01-24T20:00Z,298,298,high
2022-01-24T20:00Z,2022-01-24T20:30Z,298,301,high
2022-01-24T20:30Z,2022-01-24T21:00Z,292,302,high
2022-01-24T21:00Z,2022-01-24T21:30Z,296,299,high
2022-01-24T21:30Z,2022-01-24T22:00Z,296,294,high
2022-01-24T22:00Z,2022-01-24T22:30Z,293,296,high
2022-01-24T22:30Z,2022-01-24T23:00Z,284,290,high
2022-01-24T23:00Z,2022-01-24T23:30Z,288,299,high
2022-01-24T23:30Z,2022-01-25T00:00Z,288,297,high
2022-01-25T00:00Z,2022-01-25T00:30Z,299,294,high
2022-01-25T00:30Z,2022-01-25T01:00Z,299,294,high
2022-01-25T01:00Z,2022-01-25T01:30Z,291,293,high
2022-01-25T01:30Z,2022-01-25T02:00Z,291,293,high
2022-01-25T02:00Z,2022-01-25T02:30Z,292,291,high
2022-01-25T02:30Z,2022-01-25T03:00Z,292,290,high
2022-01-25T03:00Z,2022-01-25T03:30Z,291,290,high
2022-01-25T03:30Z,2022-01-25T04:00Z,289,289,high
2022-01-25T04:00Z,2022-01-25T04:30Z,286,290,high
2022-01-25T04:30Z,2022-01-25T05:00Z,288,288,high
2022-01-25T05:00Z,2022-01-25T05:30Z,294,289,high
2022-01-25T05:30Z,2022-01-25T06:00Z,293,295,high
2022-01-25T06:00Z,2022-01-25T06:30Z,306,300,high
2022-01-25T06:30Z,2022-01-25T07:00Z,313,303,high
2022-01-25T07:00Z,2022-01-25T07:30Z,304,299,high
2022-01-25T07:30Z,2022-01-25T08:00Z,301,293,high
2022-01-25T08:00Z,2022-01-25T08:30Z,298,291,high
2022-01-25T08:30Z,2022-01-25T09:00Z,291,292,high
2022-01-25T09:00Z,2022-01-25T09:30Z,286,284,high
2022-01-25T09:30Z,2022-01-25T10:00Z,291,287,high
2022-01-25T10:00Z,2022-01-25T10:30Z,283,291,high
2022-01-25T10:30Z,2022-01-25T11:00Z,286,287,high
2022-01-25T11:00Z,2022-01-25T11:30Z,283,288,high
2022-01-25T11:30Z,2022-01-25T12:00Z,283,288,high
2022-01-25T12:00Z,2022-01-25T12:30Z,288,285,high
2022-01-25T12:30Z,2022-01-25T13:00Z,287,286,high
2022-01-25T13:00Z,2022-01-25T13:30Z,285,286,high
2022-01-25T13:30Z,2022-01-25T14:00Z,284,286,high
2022-01-25T14:00Z,2022-01-25T14:30Z,284,290,high
2022-01-25T14:30Z,2022-01-25T15:00Z,286,290,high
2022-01-25T15:00Z,2022-01-25T15:30Z,283,294,high
2022-01-25T15:30Z,2022-01-25T16:00Z,283,294,high
2022-01-25T16:00Z,2022-01-25T16:30Z,282,287,high
2022-01-25T16:30Z,2022-01-25T17:00Z,284,284,high
2022-01-25T17:00Z,2022-01-25T17:30Z,287,281,high
2022-01-25T17:30Z,2022-01-25T18:00Z,284,282,high
2022-01-25T18:00Z,2022-01-25T18:30Z,278,280,high
2022-01-25T18:30Z,2022-01-25T19:00Z,286,281,high
2022-01-25T19:00Z,2022-01-25T19:30Z,283,277,high
2022-01-25T19:30Z,2022-01-25T20:00Z,279,271,high
2022-01-25T20:00Z,2022-01-25T20:30Z,277,270,high
2022-01-25T20:30Z,2022-01-25T21:00Z,269,271,high
2022-01-25T21:00Z,2022-01-25T21:30Z,260,275,high
2022-01-25T21:30Z,2022-01-25T22:00Z,248,264,high
2022-01-25T22:00Z,2022-01-25T22:30Z,181,255,high
2022-01-25T22:30Z,2022-01-25T23:00Z,241,245,high
2022-01-25T23:00Z,2022-01-25T23:30Z,231,230,high
2022-01-25T23:30Z,2022-01-26T00:00Z,215,224,high
2022-01-26T00:00Z,2022-01-26T00:30Z,207,224,high
2022-01-26T00:30Z,2022-01-26T01:00Z,208,228,high
2022-01-26T01:00Z,2022-01-26T01:30Z,226,225,high
2022-01-26T01:30Z,2022-01-26T02:00Z,209,221,high
2022-01-26T02:00Z,2022-01-26T02:30Z,209,217,high
2022-01-26T02:30Z,2022-01-26T03:00Z,213,213,high
2022-01-26T03:00Z,2022-01-26T03:30Z,198,208,moderate
2022-01-26T03:30Z,2022-01-26T04:00Z,211,207,moderate
2022-01-26T04:00Z,2022-01-26T04:30Z,212,208,moderate
2022-01-26T04:30Z,2022-01-26T05:00Z,211,206,moderate
2022-01-26T05:00Z,2022-01-26T05:30Z,215,212,high
2022-01-26T05:30Z,2022-01-26T06:00Z,221,219,high
2022-01-26T06:00Z,2022-01-26T06:30Z,228,228,high
2022-01-26T06:30Z,2022-01-26T07:00Z,231,241,high
2022-01-26T07:00Z,2022-01-26T07:30Z,237,248,high
2022-01-26T07:30Z,2022-01-26T08:00Z,254,251,high
2022-01-26T08:00Z,2022-01-26T08:30Z,236,248,high
2022-01-26T08:30Z,2022-01-26T09:00Z,245,242,high
2022-01-26T09:00Z,2022-01-26T09:30Z,242,239,high
2022-01-26T09:30Z,2022-01-26T10:00Z,238,235,high
2022-01-26T10:00Z,2022-01-26T10:30Z,230,235,high
2022-01-26T10:30Z,2022-01-26T11:00Z,215,229,high
2022-01-26T11:00Z,2022-01-26T11:30Z,213,218,high
2022-01-26T11:30Z,2022-01-26T12:00Z,216,210,high
2022-01-26T12:00Z,2022-01-26T12:30Z,217,207,moderate
2022-01-26T12:30Z,2022-01-26T13:00Z,211,200,moderate
2022-01-26T13:00Z,2022-01-26T13:30Z,208,194,moderate
2022-01-26T13:30Z,2022-01-26T14:00Z,203,194,moderate
2022-01-26T14:00Z,2022-01-26T14:30Z,200,197,moderate
2022-01-26T14:30Z,2022-01-26T15:00Z,196,199,moderate
2022-01-26T15:00Z,2022-01-26T15:30Z,201,199,moderate
2022-01-26T15:30Z,2022-01-26T16:00Z,204,202,moderate
2022-01-26T16:00Z,2022-01-26T16:30Z,206,202,moderate
2022-01-26T16:30Z,2022-01-26T17:00Z,205,203,moderate
2022-01-26T17:00Z,2022-01-26T17:30Z,195,198,moderate
2022-01-26T17:30Z,2022-01-26T18:00Z,189,198,moderate
2022-01-26T18:00Z,2022-01-26T18:30Z,188,196,moderate
2022-01-26T18:30Z,2022-01-26T19:00Z,185,195,moderate
2022-01-26T19:00Z,2022-01-26T19:30Z,178,188,moderate
2022-01-26T19:30Z,2022-01-26T20:00Z,174,181,moderate
2022-01-26T20:00Z,2022-01-26T20:30Z,165,174,moderate
2022-01-26T20:30Z,2022-01-26T21:00Z,159,164,moderate
2022-01-26T21:00Z,2022-01-26T21:30Z,146,157,moderate
2022-01-26T21:30Z,2022-01-26T22:00Z,140,142,moderate
2022-01-26T22:00Z,2022-01-26T22:30Z,140,130,moderate
2022-01-26T22:30Z,2022-01-26T23:00Z,127,119,low
2022-01-26T23:00Z,2022-01-26T23:30Z,124,101,low
2022-01-26T23:30Z,2022-01-27T00:00Z,110,96,low
2022-01-27T00:00Z,2022-01-27T00:30Z,100,98,low
2022-01-27T00:30Z,2022-01-27T01:00Z,93,106,low
2022-01-27T01:00Z,2022-01-27T01:30Z,92,106,low
2022-01-27T01:30Z,2022-01-27T02:00Z,96,98,low
2022-01-27T02:00Z,2022-01-27T02:30Z,92,96,low
2022-01-27T02:30Z,2022-01-27T03:00Z,84,95,low
2022-01-27T03:00Z,2022-01-27T03:30Z,83,92,low
2022-01-27T03:30Z,2022-01-27T04:00Z,74,89,low
2022-01-27T04:00Z,2022-01-27T04:30Z,76,90,low
2022-01-27T04:30Z,2022-01-27T05:00Z,74,86,low
2022-01-27T05:00Z,2022-01-27T05:30Z,74,85,low
2022-01-27T05:30Z,2022-01-27T06:00Z,73,92,low
2022-01-27T06:00Z,2022-01-27T06:30Z,76,114,low
2022-01-27T06:30Z,2022-01-27T07:00Z,83,137,moderate
2022-01-27T07:00Z,2022-01-27T07:30Z,109,163,moderate
2022-01-27T07:30Z,2022-01-27T08:00Z,126,172,moderate
2022-01-27T08:00Z,2022-01-27T08:30Z,143,176,moderate
2022-01-27T08:30Z,2022-01-27T09:00Z,151,183,moderate
2022-01-27T09:00Z,2022-01-27T09:30Z,157,183,moderate
2022-01-27T09:30Z,2022-01-27T10:00Z,159,184,moderate
2022-01-27T10:00Z,2022-01-27T10:30Z,155,187,moderate
2022-01-27T10:30Z,2022-01-27T11:00Z,169,186,moderate
2022-01-27T11:00Z,2022-01-27T11:30Z,161,182,moderate
2022-01-27T11:30Z,2022-01-27T12:00Z,162,179,moderate
2022-01-27T12:00Z,2022-01-27T12:30Z,164,178,moderate
2022-01-27T12:30Z,2022-01-27T13:00Z,165,172,moderate
2022-01-27T13:00Z,2022-01-27T13:30Z,176,169,moderate
2022-01-27T13:30Z,2022-01-27T14:00Z,171,166,moderate
2022-01-27T14:00Z,2022-01-27T14:30Z,178,174,moderate
2022-01-27T14:30Z,2022-01-27T15:00Z,186,184,moderate
2022-01-27T15:00Z,2022-01-27T15:30Z,199,193,moderate
2022-01-27T15:30Z,2022-01-27T16:00Z,208,211,high
2022-01-27T16:00Z,2022-01-27T16:30Z,215,218,high
2022-01-27T16:30Z,2022-01-27T17:00Z,209,228,high
2022-01-27T17:00Z,2022-01-27T17:30Z,216,228,high
2022-01-27T17:30Z,2022-01-27T18:00Z,224,231,high
2022-01-27T18:00Z,2022-01-27T18:30Z,230,236,high
2022-01-27T18:30Z,2022-01-27T19:00Z,233,242,high
2022-01-27T19:00Z,2022-01-27T19:30Z,238,248,high
2022-01-27T19:30Z,2022-01-27T20:00Z,245,256,high
2022-01-27T20:00Z,2022-01-27T20:30Z,251,258,high
2022-01-27T20:30Z,2022-01-27T21:00Z,248,259,high
2022-01-27T21:00Z,2022-01-27T21:30Z,253,260,high
2022-01-27T21:30Z,2022-01-27T22:00Z,250,253,high
2022-01-27T22:00Z,2022-01-27T22:30Z,247,248,high
2022-01-27T22:30Z,2022-01-27T23:00Z,234,241,high
2022-01-27T23:00Z,2022-01-27T23:30Z,241,239,high
2022-01-27T23:30Z,2022-01-28T00:00Z,221,241,high
2022-01-28T00:00Z,2022-01-28T00:30Z,222,244,high
2022-01-28T00:30Z,2022-01-28T01:00Z,221,248,high
2022-01-28T01:00Z,2022-01-28T01:30Z,219,248,high
2022-01-28T01:30Z,2022-01-28T02:00Z,223,246,high
2022-01-28T02:00Z,2022-01-28T02:30Z,222,243,high
2022-01-28T02:30Z,2022-01-28T03:00Z,219,247,high
2022-01-28T03:00Z,2022-01-28T03:30Z,212,253,high
2022-01-28T03:30Z,2022-01-28T04:00Z,221,252,high
2022-01-28T04:00Z,2022-01-28T04:30Z,226,255,high
2022-01-28T04:30Z,2022-01-28T05:00Z,232,255,high
2022-01-28T05:00Z,2022-01-28T05:30Z,233,257,high
2022-01-28T05:30Z,2022-01-28T06:00Z,244,259,high
2022-01-28T06:00Z,2022-01-28T06:30Z,255,258,high
2022-01-28T06:30Z,2022-01-28T07:00Z,252,263,high
2022-01-28T07:00Z,2022-01-28T07:30Z,263,259,high
2022-01-28T07:30Z,2022-01-28T08:00Z,266,255,high
2022-01-28T08:00Z,2022-01-28T08:30Z,251,247,high
2022-01-28T08:30Z,2022-01-28T09:00Z,251,240,high
2022-01-28T09:00Z,2022-01-28T09:30Z,243,237,high
2022-01-28T09:30Z,2022-01-28T10:00Z,227,233,high
2022-01-28T10:00Z,2022-01-28T10:30Z,230,231,high
2022-01-28T10:30Z,2022-01-28T11:00Z,225,224,high
2022-01-28T11:00Z,2022-01-28T11:30Z,219,216,high
2022-01-28T11:30Z,2022-01-28T12:00Z,217,207,moderate
2022-01-28T12:00Z,2022-01-28T12:30Z,210,203,moderate
2022-01-28T12:30Z,2022-01-28T13:00Z,202,198,moderate
2022-01-28T13:00Z,2022-01-28T13:30Z,198,190,moderate
2022-01-28T13:30Z,2022-01-28T14:00Z,193,184,moderate
2022-01-28T14:00Z,2022-01-28T14:30Z,189,182,moderate
2022-01-28T14:30Z,2022-01-28T15:00Z,185,181,moderate
2022-01-28T15:00Z,2022-01-28T15:30Z,189,180,moderate
2022-01-28T15:30Z,2022-01-28T16:00Z,191,178,moderate
2022-01-28T16:00Z,2022-01-28T16:30Z,187,176,moderate
2022-01-28T16:30Z,2022-01-28T17:00Z,184,175,moderate
2022-01-28T17:00Z,2022-01-28T17:30Z,184,172,moderate
2022-01-28T17:30Z,2022-01-28T18:00Z,174,171,moderate
2022-01-28T18:00Z,2022-01-28T18:30Z,179,170,moderate
2022-01-28T18:30Z,2022-01-28T19:00Z,164,172,moderate
2022-01-28T19:00Z,2022-01-28T19:30Z,165,166,moderate
2022-01-28T19:30Z,2022-01-28T20:00Z,162,161,moderate
2022-01-28T20:00Z,2022-01-28T20:30Z,156,155,moderate
2022-01-28T20:30Z,2022-01-28T21:00Z,153,143,moderate
2022-01-28T21:00Z,2022-01-28T21:30Z,153,123,low
2022-01-28T21:30Z,2022-01-28T22:00Z,132,109,low
2022-01-28T22:00Z,2022-01-28T22:30Z,120,92,low
2022-01-28T22:30Z,2022-01-28T23:00Z,111,79,low
2022-01-28T23:00Z,2022-01-28T23:30Z,96,65,low
2022-01-28T23:30Z,2022-01-29T00:00Z,83,59,low
2022-01-29T00:00Z,2022-01-29T00:30Z,74,63,low
2022-01-29T00:30Z,2022-01-29T01:00Z,66,66,low
2022-01-29T01:00Z,2022-01-29T01:30Z,67,66,low
2022-01-29T01:30Z,2022-01-29T02:00Z,68,61,low
2022-01-29T02:00Z,2022-01-29T02:30Z,70,62,low
2022-01-29T02:30Z,2022-01-29T03:00Z,65,61,low
2022-01-29T03:00Z,2022-01-29T03:30Z,64,60,low
2022-01-29T03:30Z,2022-01-29T04:00Z,61,59,low
2022-01-29T04:00Z,2022-01-29T04:30Z,57,59,low
2022-01-29T04:30Z,2022-01-29T05:00Z,52,58,low
2022-01-29T05:00Z,2022-01-29T05:30Z,73,51,low
2022-01-29T05:30Z,2022-01-29T06:00Z,55,53,low
2022-01-29T06:00Z,2022-01-29T06:30Z,50,61,low
2022-01-29T06:30Z,2022-01-29T07:00Z,50,63,low
2022-01-29T07:00Z,2022-01-29T07:30Z,70,62,low
2022-01-29T07:30Z,2022-01-29T08:00Z,65,79,low
2022-01-29T08:00Z,2022-01-29T08:30Z,59,84,low
2022-01-29T08:30Z,2022-01-29T09:00Z,79,89,low
2022-01-29T09:00Z,2022-01-29T09:30Z,83,86,low
2022-01-29T09:30Z,2022-01-29T10:00Z,87,91,low
2022-01-29T10:00Z,2022-01-29T10:30Z,81,92,low
2022-01-29T10:30Z,2022-01-29T11:00Z,87,82,low
2022-01-29T11:00Z,2022-01-29T11:30Z,86,76,low
2022-01-29T11:30Z,2022-01-29T12:00Z,78,73,low
2022-01-29T12:00Z,2022-01-29T12:30Z,72,72,low
2022-01-29T12:30Z,2022-01-29T13:00Z,69,70,low
2022-01-29T13:00Z,2022-01-29T13:30Z,70,67,low
2022-01-29T13:30Z,2022-01-29T14:00Z,68,66,low
2022-01-29T14:00Z,2022-01-29T14:30Z,70,65,low
2022-01-29T14:30Z,2022-01-29T15:00Z,66,68,low
2022-01-29T15:00Z,2022-01-29T15:30Z,65,74,low
2022-01-29T15:30Z,2022-01-29T16:00Z,70,85,low
2022-01-29T16:00Z,2022-01-29T16:30Z,85,100,low
2022-01-29T16:30Z,2022-01-29T17:00Z,109,118,low
2022-01-29T17:00Z,2022-01-29T17:30Z,107,126,low
2022-01-29T17:30Z,2022-01-29T18:00Z,119,133,moderate
2022-01-29T18:00Z,2022-01-29T18:30Z,121,135,moderate
2022-01-29T18:30Z,2022-01-29T19:00Z,134,135,moderate
2022-01-29T19:00Z,2022-01-29T19:30Z,137,129,low
2022-01-29T19:30Z,2022-01-29T20:00Z,134,131,moderate
2022-01-29T20:00Z,2022-01-29T20:30Z,117,139,moderate
2022-01-29T20:30Z,2022-01-29T21:00Z,139,138,moderate
2022-01-29T21:00Z,2022-01-29T21:30Z,136,140,moderate
2022-01-29T21:30Z,2022-01-29T22:00Z,139,136,moderate
2022-01-29T22:00Z,2022-01-29T22:30Z,141,141,moderate
2022-01-29T22:30Z,2022-01-29T23:00Z,144,139,moderate
2022-01-29T23:00Z,2022-01-29T23:30Z,147,138,moderate
2022-01-29T23:30Z,2022-01-30T00:00Z,142,133,moderate
2022-01-30T00:00Z,2022-01-30T00:30Z,134,124,low
2022-01-30T00:30Z,2022-01-30T01:00Z,140,139,moderate
2022-01-30T01:00Z,2022-01-30T01:30Z,133,146,moderate
2022-01-30T01:30Z,2022-01-30T02:00Z,141,147,moderate
2022-01-30T02:00Z,2022-01-30T02:30Z,146,152,moderate
2022-01-30T02:30Z,2022-01-30T03:00Z,150,161,moderate
2022-01-30T03:00Z,2022-01-30T03:30Z,160,173,moderate
2022-01-30T03:30Z,2022-01-30T04:00Z,162,178,moderate
2022-01-30T04:00Z,2022-01-30T04:30Z,163,182,moderate
2022-01-30T04:30Z,2022-01-30T05:00Z,177,188,moderate
2022-01-30T05:00Z,2022-01-30T05:30Z,172,195,moderate
2022-01-30T05:30Z,2022-01-30T06:00Z,189,205,moderate
2022-01-30T06:00Z,2022-01-30T06:30Z,194,220,high
2022-01-30T06:30Z,2022-01-30T07:00Z,201,232,high
2022-01-30T07:00Z,2022-01-30T07:30Z,229,243,high
2022-01-30T07:30Z,2022-01-30T08:00Z,239,250,high
2022-01-30T08:00Z,2022-01-30T08:30Z,236,247,high
2022-01-30T08:30Z,2022-01-30T09:00Z,255,247,high
2022-01-30T09:00Z,2022-01-30T09:30Z,254,239,high
2022-01-30T09:30Z,2022-01-30T10:00Z,246,229,high
2022-01-30T10:00Z,2022-01-30T10:30Z,242,224,high
2022-01-30T10:30Z,2022-01-30T11:00Z,230,221,high
2022-01-30T11:00Z,2022-01-30T11:30Z,220,214,high
2022-01-30T11:30Z,2022-01-30T12:00Z,216,203,moderate
2022-01-30T12:00Z,2022-01-30T12:30Z,205,192,moderate
2022-01-30T12:30Z,2022-01-30T13:00Z,198,181,moderate
2022-01-30T13:00Z,2022-01-30T13:30Z,189,178,moderate
2022-01-30T13:30Z,2022-01-30T14:00Z,185,171,moderate
2022-01-30T14:00Z,2022-01-30T14:30Z,187,166,moderate
2022-01-30T14:30Z,2022-01-30T15:00Z,174,161,moderate
2022-01-30T15:00Z,2022-01-30T15:30Z,165,165,moderate
2022-01-30T15:30Z,2022-01-30T16:00Z,157,172,moderate
2022-01-30T16:00Z,2022-01-30T16:30Z,165,172,moderate
2022-01-30T16:30Z,2022-01-30T17:00Z,180,169,moderate
2022-01-30T17:00Z,2022-01-30T17:30Z,176,169,moderate
2022-01-30T17:30Z,2022-01-30T18:00Z,169,169,moderate
2022-01-30T18:00Z,2022-01-30T18:30Z,156,173,moderate
2022-01-30T18:30Z,2022-01-30T19:00Z,154,165,moderate
2022-01-30T19:00Z,2022-01-30T19:30Z,153,154,moderate
2022-01-30T19:30Z,2022-01-30T20:00Z,146,141,moderate
2022-01-30T20:00Z,2022-01-30T20:30Z,133,118,low
2022-01-30T20:30Z,2022-01-30T21:00Z,126,101,low
2022-01-30T21:00Z,2022-01-30T21:30Z,104,91,low
2022-01-30T21:30Z,2022-01-30T22:00Z,89,76,low
2022-01-30T22:00Z,2022-01-30T22:30Z,78,73,low
2022-01-30T22:30Z,2022-01-30T23:00Z,69,66,low
2022-01-30T23:00Z,2022-01-30T23:30Z,68,64,low
2022-01-30T23:30Z,2022-01-31T00:00Z,61,61,low
